URLLength,DomainLength,IsDomainIP,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,TLD_freq
44,36,0,30.58391401,0.310344828,0.0010349,0.064591505,2,3,0,0,0.0,27,0.614,0,0.0,0,0,0,6,0.136,0,0.0015654807223453126
26,19,0,100.0,1.0,0.0799628,0.069775528,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.07914659914283514
23,16,0,100.0,1.0,0.0384199,0.065753318,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.03032584240827395
27,20,0,100.0,1.0,0.5229071,0.058225312,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
26,19,0,100.0,1.0,0.5229071,0.054208814,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
26,14,0,63.22287199,1.0,0.5229071,0.052613872,3,0,0,0,0.0,16,0.615,0,0.0,0,0,0,2,0.077,1,0.4765905027502844
30,23,0,100.0,1.0,0.5229071,0.066451275,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.4765905027502844
22,16,0,82.47863248,1.0,0.5229071,0.057726163,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0.4765905027502844
19,12,0,100.0,1.0,0.0022943,0.046668611,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.0014585489790157147
23,16,0,100.0,1.0,0.5229071,0.063559341,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
45,38,0,100.0,1.0,0.0799628,0.054990737,3,1,0,0,0.0,32,0.711,0,0.0,0,0,0,1,0.022,1,0.07914659914283514
106,20,0,20.73630937,0.571428571,0.0001819,0.041712562,5,1,0,0,0.0,82,0.774,9,0.085,0,0,0,7,0.066,1,0.0017151851630067495
93,7,0,10.78908828,1.0,0.0129268,0.038143282,2,0,0,0,0.0,69,0.742,9,0.097,1,2,0,4,0.075,1,0.01795597833990607
27,20,0,100.0,1.0,0.5229071,0.061375634,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
28,21,0,100.0,0.5,0.028555,0.062568336,2,2,0,0,0.0,13,0.464,0,0.0,0,0,0,3,0.107,1,0.027271871818780637
34,25,0,66.72,0.80952381,0.5229071,0.045671954,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,0.4765905027502844
77,19,0,17.05521977,1.0,0.0050842,0.059629876,2,1,0,0,0.0,58,0.753,0,0.0,0,0,0,8,0.104,0,0.005894077692327433
30,23,0,100.0,1.0,0.5229071,0.065579712,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.4765905027502844
33,26,0,100.0,1.0,0.5229071,0.058897136,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.4765905027502844
43,15,0,35.44671202,1.0,0.5229071,0.055729152,3,0,0,0,0.0,30,0.698,0,0.0,0,0,0,5,0.116,1,0.4765905027502844
54,18,0,28.88227487,1.0,0.5229071,0.05561733,3,0,0,0,0.0,41,0.759,0,0.0,0,0,0,5,0.093,1,0.4765905027502844
17,10,0,100.0,1.0,0.0180132,0.03667669,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,0.016292120413697528
21,14,0,49.65986395,0.727272727,0.0180132,0.023520466,2,1,0,0,0.0,6,0.286,6,0.286,0,0,0,2,0.095,0,0.016292120413697528
27,20,0,100.0,1.0,0.5229071,0.058095208,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
19,11,0,74.93112948,1.0,0.0002752,0.064917564,3,0,0,0,0.0,10,0.526,0,0.0,0,0,0,2,0.105,0,0.009918988511253496
26,20,0,66.0899654,1.0,0.5229071,0.056460651,3,1,0,0,0.0,13,0.5,1,0.038,0,0,0,1,0.038,0,0.4765905027502844
30,23,0,100.0,1.0,0.0799628,0.071094126,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.07914659914283514
23,17,0,77.26120034,1.0,0.5229071,0.060256723,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.4765905027502844
18,10,0,44.36363636,1.0,0.0001067,0.011827197,3,0,0,0,0.0,3,0.167,6,0.333,0,0,0,2,0.111,0,0.00032079522998879355
24,17,0,100.0,1.0,0.5229071,0.059552272,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.056098915,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
32,25,0,100.0,1.0,0.5229071,0.052004653,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,0.4765905027502844
37,30,0,100.0,1.0,0.5229071,0.055231157,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,1,0.4765905027502844
23,16,0,100.0,0.777777778,0.028555,0.045708127,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,0.027271871818780637
41,35,0,29.03225806,0.740740741,0.0002752,0.039125766,3,2,0,0,0.0,17,0.415,9,0.22,0,0,0,4,0.098,0,0.009918988511253496
21,14,0,100.0,1.0,0.5229071,0.061545736,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.4765905027502844
22,15,0,73.11111111,0.636363636,0.5229071,0.065681472,3,0,0,0,0.0,13,0.591,0,0.0,0,0,0,2,0.091,0,0.4765905027502844
73,26,0,14.12013627,0.304347826,0.0036375,0.058086008,2,1,0,0,0.0,53,0.726,2,0.027,0,0,0,10,0.137,1,0.004298656081849834
30,23,0,100.0,1.0,0.5229071,0.06331303,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.4765905027502844
29,22,0,100.0,1.0,0.5229071,0.059506965,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.051593469,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
29,22,0,100.0,1.0,0.5229071,0.06339938,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,0.4765905027502844
46,30,0,33.21646341,0.333333333,0.0036375,0.054751473,2,1,0,0,0.0,33,0.717,0,0.0,0,0,0,6,0.13,0,0.004298656081849834
32,23,0,45.84722222,0.45,0.0059772,0.062214159,2,1,0,0,0.0,19,0.594,0,0.0,0,0,0,5,0.156,1,0.02319135649332318
31,24,0,100.0,1.0,0.5229071,0.060181483,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,0.4765905027502844
26,19,0,100.0,1.0,0.5229071,0.068677092,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
35,26,0,61.80678033,0.727272727,0.5229071,0.047895159,3,1,0,0,0.0,19,0.543,5,0.143,0,0,0,3,0.086,1,0.4765905027502844
21,15,0,82.6446281,1.0,0.0022172,0.060047174,2,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,0.001193358255558312
24,17,0,100.0,0.8,0.028555,0.054797503,2,2,0,0,0.0,8,0.333,2,0.083,0,0,0,2,0.083,1,0.027271871818780637
27,20,0,65.01345636,0.583333333,0.5229071,0.054472051,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0,0.4765905027502844
24,17,0,100.0,1.0,0.5229071,0.063674856,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
24,17,0,100.0,1.0,0.0384199,0.070309004,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.03032584240827395
45,37,0,42.53585022,0.303030303,0.0009613,0.043119316,3,2,0,0,0.0,28,0.622,4,0.089,0,0,0,6,0.133,0,0.010030197524316279
30,23,0,100.0,1.0,0.5229071,0.06792699,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.4765905027502844
29,22,0,100.0,1.0,0.5229071,0.070137251,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,0.4765905027502844
40,31,0,57.08896982,0.444444444,0.5229071,0.059211751,3,1,0,0,0.0,28,0.7,0,0.0,0,0,0,4,0.1,1,0.4765905027502844
26,20,0,71.27757353,1.0,0.0008457,0.064874794,6,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,0.0012703491107556224
30,23,0,100.0,1.0,0.5229071,0.062366695,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.4765905027502844
24,17,0,100.0,1.0,0.0799628,0.051738956,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.07914659914283514
31,24,0,100.0,1.0,0.5229071,0.066249522,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,0.4765905027502844
23,17,0,69.06170752,1.0,0.5229071,0.059477548,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.4765905027502844
95,50,0,12.87848761,0.413043478,0.0009613,0.032104886,3,2,0,0,0.0,49,0.516,28,0.295,0,0,0,10,0.105,1,0.010030197524316279
31,24,0,100.0,1.0,0.0799628,0.05548203,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,0.07914659914283514
28,21,0,63.62937332,1.0,0.5229071,0.053554785,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,0.4765905027502844
23,16,0,100.0,0.777777778,0.0022733,0.055027654,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,0.0012617945712892547
22,15,0,77.88461538,1.0,0.0001306,0.064203458,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0.004255883384517994
21,14,0,100.0,1.0,0.5229071,0.054079426,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.4765905027502844
50,42,0,29.20423984,0.342105263,0.5229071,0.045633781,3,4,0,0,0.0,25,0.5,9,0.18,0,0,0,9,0.18,0,0.4765905027502844
35,28,0,100.0,1.0,0.5229071,0.063237376,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,0.4765905027502844
32,25,0,53.45289631,0.444444444,0.0001858,0.061447008,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,3,0.094,0,0.005145555489020248
27,20,0,100.0,1.0,0.5229071,0.062329553,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
38,30,0,86.72401434,0.6,0.0017656,0.042355943,4,1,0,0,0.0,20,0.526,6,0.158,0,0,0,4,0.105,1,0.0063046955867130895
28,21,0,100.0,1.0,0.5229071,0.062521989,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,0.4765905027502844
67,7,0,13.9021354,1.0,0.0129268,0.027252492,2,0,0,0,0.0,48,0.716,8,0.119,0,0,0,3,0.045,1,0.01795597833990607
20,13,0,69.56889265,1.0,0.0045585,0.055141382,2,0,0,0,0.0,12,0.6,0,0.0,0,0,0,1,0.05,0,0.004734937594634593
22,16,0,72.97008547,1.0,0.0799628,0.060852332,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0.07914659914283514
27,20,0,100.0,1.0,0.0016589,0.060383245,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.002138634866591957
34,26,0,55.64321718,0.545454545,0.5229071,0.056097966,3,1,0,0,0.0,24,0.706,0,0.0,0,0,0,3,0.088,0,0.4765905027502844
19,12,0,100.0,1.0,0.0115013,0.054410996,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.007793185453861091
36,15,0,49.63746816,0.75,0.0100856,0.061573528,2,1,0,0,0.0,23,0.639,0,0.0,0,0,0,5,0.139,1,0.01270776837728941
21,14,0,100.0,1.0,0.5229071,0.068503295,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.4765905027502844
37,30,0,100.0,0.5,0.5229071,0.054200479,3,1,0,0,0.0,20,0.541,2,0.054,0,0,0,3,0.081,1,0.4765905027502844
93,18,0,18.94469207,0.714285714,0.5229071,0.050304209,3,1,1,6,0.065,69,0.742,4,0.043,0,0,2,10,0.129,1,0.4765905027502844
30,23,0,100.0,1.0,0.5229071,0.067125161,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.4765905027502844
21,14,0,100.0,1.0,0.5229071,0.040087632,3,1,0,0,0.0,6,0.286,2,0.095,0,0,0,1,0.048,1,0.4765905027502844
21,14,0,100.0,0.571428571,0.0050842,0.037784456,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,1,0.005894077692327433
23,16,0,100.0,1.0,0.5229071,0.071899583,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
21,14,0,100.0,1.0,0.0799628,0.06194463,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.07914659914283514
18,11,0,100.0,1.0,0.0033189,0.040357439,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,0.002976979734296004
33,25,0,60.39384615,0.476190476,0.5229071,0.057593786,3,1,0,0,0.0,22,0.667,0,0.0,0,0,0,3,0.091,1,0.4765905027502844
27,21,0,58.13148789,1.0,0.5229071,0.057141321,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.062372423,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
26,20,0,67.50919118,0.923076923,0.0180132,0.014891544,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,0.016292120413697528
38,24,0,37.00358423,0.45,0.5229071,0.058515027,3,0,0,0,0.0,26,0.684,0,0.0,0,0,0,4,0.105,1,0.4765905027502844
28,21,0,100.0,0.857142857,0.028555,0.043662751,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,0.027271871818780637
41,32,0,58.72987689,0.428571429,0.5229071,0.062258043,3,1,0,0,0.0,28,0.683,0,0.0,0,0,0,5,0.122,1,0.4765905027502844
34,25,0,58.81846154,0.65,0.0017656,0.046443537,4,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,0.0063046955867130895
33,26,0,100.0,1.0,0.5229071,0.060554446,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.4765905027502844
19,13,0,73.61111111,1.0,0.5229071,0.026252441,3,1,0,0,0.0,3,0.158,4,0.211,0,0,0,1,0.053,0,0.4765905027502844
58,31,0,28.40274634,0.47826087,0.0002752,0.054597435,3,4,0,0,0.0,40,0.69,0,0.0,0,0,0,7,0.121,0,0.009918988511253496
20,13,0,100.0,0.666666667,0.0014653,0.062154392,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,0.0034260930562803153
47,41,0,16.80827342,0.323529412,0.0003477,0.017162184,2,1,0,0,0.0,16,0.34,19,0.404,0,0,0,1,0.021,0,0.0015013216763475538
20,13,0,100.0,1.0,0.0023289,0.043143953,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.0017194624327399335
24,17,0,100.0,1.0,0.5229071,0.05681728,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
33,26,0,100.0,1.0,0.5229071,0.062011003,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.4765905027502844
26,19,0,100.0,1.0,0.0384199,0.062846251,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.03032584240827395
35,28,0,100.0,1.0,0.5229071,0.063658267,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,0.4765905027502844
42,16,0,18.15910585,1.0,0.0017496,0.02702349,3,1,0,0,0.0,19,0.452,10,0.238,0,0,0,5,0.119,1,0.006266200159114434
54,46,0,40.08365845,0.5,0.5229071,0.06349464,3,1,0,0,0.0,43,0.796,0,0.0,0,0,0,3,0.056,1,0.4765905027502844
22,15,0,100.0,1.0,0.5229071,0.05826577,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.4765905027502844
39,30,0,60.39281998,0.576923077,0.5229071,0.055467344,3,1,0,0,0.0,28,0.718,0,0.0,0,0,0,3,0.077,1,0.4765905027502844
35,11,0,42.46521654,1.0,0.5229071,0.054092663,3,0,0,0,0.0,25,0.714,0,0.0,0,0,0,2,0.057,1,0.4765905027502844
33,26,0,100.0,0.842105263,0.0100856,0.062604167,2,2,0,0,0.0,19,0.576,0,0.0,0,0,0,2,0.061,1,0.01270776837728941
27,21,0,100.0,1.0,0.5229071,0.06293063,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0.4765905027502844
30,23,0,100.0,0.5,0.028555,0.049141512,2,2,0,0,0.0,15,0.5,0,0.0,0,0,0,3,0.1,1,0.027271871818780637
104,74,0,8.47472795,0.304347826,0.0003306,0.038834187,4,2,0,0,0.0,79,0.76,10,0.096,1,1,0,5,0.067,1,0.006257645619648066
21,14,0,100.0,1.0,0.0799628,0.054480341,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.07914659914283514
36,27,0,65.98079561,0.727272727,0.0017656,0.05430329,4,1,0,0,0.0,25,0.694,0,0.0,0,0,0,3,0.083,1,0.0063046955867130895
56,47,0,30.75218659,0.227272727,0.0059772,0.027250135,2,2,0,0,0.0,19,0.339,21,0.375,0,0,0,8,0.143,1,0.02319135649332318
27,20,0,100.0,1.0,0.5229071,0.055737684,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
24,17,0,100.0,1.0,0.5229071,0.060657248,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
69,39,0,16.73327496,0.323529412,0.0001446,0.035951065,4,2,0,0,0.0,40,0.58,13,0.188,0,0,0,8,0.116,1,0.002095862169260118
22,15,0,100.0,1.0,0.5229071,0.055851972,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.4765905027502844
26,20,0,80.10110294,1.0,0.5229071,0.06014924,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,0.4765905027502844
26,19,0,100.0,1.0,0.5229071,0.055215224,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
28,19,0,79.22222222,0.727272727,0.5229071,0.066921865,3,1,0,0,0.0,13,0.464,0,0.0,0,0,0,3,0.107,1,0.4765905027502844
45,32,0,50.65899233,1.0,0.5229071,0.064493519,3,0,0,0,0.0,34,0.756,0,0.0,0,0,0,3,0.067,1,0.4765905027502844
22,15,0,100.0,1.0,0.0101825,0.062165809,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.006865017921760182
20,13,0,100.0,1.0,0.0799628,0.0431697,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.07914659914283514
23,16,0,100.0,1.0,0.0384199,0.068265855,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.03032584240827395
26,20,0,52.22222222,0.75,0.5229071,0.036405725,3,2,0,0,0.0,10,0.385,3,0.115,0,0,0,2,0.077,0,0.4765905027502844
24,18,0,84.61538462,1.0,0.0799628,0.064773063,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,0.07914659914283514
23,16,0,100.0,1.0,0.5229071,0.060080787,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
24,17,0,100.0,0.555555556,0.5229071,0.064210344,3,1,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,0.4765905027502844
23,17,0,68.72358411,1.0,0.0002235,0.05464255,7,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.00023524983532511527
41,34,0,100.0,0.888888889,0.028555,0.052709347,2,2,0,0,0.0,27,0.659,0,0.0,0,0,0,2,0.049,1,0.027271871818780637
29,22,0,100.0,0.8,0.0094423,0.064395064,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,0.007870176309058402
253,13,1,3.068666683,0.4,0.0,0.043788643,2,2,0,0,0.0,156,0.617,41,0.162,5,3,0,25,0.13,1,0.0001240408222623335
51,43,0,48.46354295,0.6,0.0129268,0.062367695,2,1,0,0,0.0,40,0.784,0,0.0,0,0,0,3,0.059,1,0.01795597833990607
31,24,0,100.0,1.0,0.5229071,0.061484095,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,0.4765905027502844
75,28,0,15.01303846,0.48,0.001523,0.040746762,2,1,0,0,0.0,57,0.76,5,0.067,0,0,0,5,0.067,1,0.002331112004585233
23,16,0,100.0,0.625,0.5229071,0.064901384,3,1,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,0.4765905027502844
56,47,0,40.79300292,0.372093023,0.0009613,0.041457718,3,2,0,0,0.0,32,0.571,10,0.179,0,0,0,6,0.107,1,0.010030197524316279
21,14,0,100.0,1.0,0.5229071,0.065405598,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.4765905027502844
32,25,0,100.0,0.666666667,0.012178,0.065406429,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,0.008062653447051678
37,30,0,46.76702509,0.423076923,0.5229071,0.057088656,3,1,0,0,0.0,26,0.703,2,0.054,0,0,0,2,0.054,0,0.4765905027502844
56,23,0,37.05296514,1.0,0.5229071,0.058257219,3,0,0,0,0.0,42,0.75,0,0.0,0,0,0,6,0.107,1,0.4765905027502844
28,21,0,100.0,1.0,0.0384199,0.061588381,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,0.03032584240827395
40,32,0,36.87047995,0.428571429,0.001502,0.040337783,3,1,0,0,0.0,23,0.575,4,0.1,0,0,0,5,0.125,1,0.02636936790507883
21,15,0,91.184573,1.0,0.5229071,0.070544281,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,0.4765905027502844
23,17,0,66.12244898,1.0,0.0082003,0.043453852,2,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.007382567559475436
25,18,0,70.43534763,0.571428571,0.001502,0.045163297,3,1,0,0,0.0,16,0.64,0,0.0,0,0,0,2,0.08,0,0.02636936790507883
25,19,0,67.33333333,0.727272727,0.5229071,0.053039653,3,2,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0,0.4765905027502844
161,7,0,4.601439616,1.0,0.0129268,0.040724229,2,0,1,9,0.056,123,0.764,18,0.112,1,1,3,7,0.075,1,0.01795597833990607
27,20,0,100.0,0.692307692,0.0056158,0.058159249,2,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,0.004187447068787052
62,30,0,52.97882353,1.0,0.0050842,0.05372204,2,1,0,0,0.0,44,0.71,0,0.0,0,0,0,6,0.097,1,0.005894077692327433
27,21,0,78.3625731,1.0,0.5229071,0.058515754,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0.4765905027502844
20,13,0,100.0,1.0,0.5229071,0.0588361,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.4765905027502844
22,15,0,100.0,1.0,0.0799628,0.064589088,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.07914659914283514
36,29,0,100.0,0.863636364,0.0094423,0.058902877,2,2,0,0,0.0,22,0.611,0,0.0,0,0,0,2,0.056,1,0.007870176309058402
34,26,0,48.87321184,0.545454545,0.001502,0.053283483,3,1,0,0,0.0,23,0.676,0,0.0,0,0,0,3,0.088,1,0.02636936790507883
29,22,0,100.0,1.0,0.5229071,0.057937575,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,0.4765905027502844
22,16,0,73.61111111,1.0,0.0003175,0.053871057,5,1,0,0,0.0,9,0.409,1,0.045,0,0,0,1,0.045,0,0.0003036861510560579
125,23,0,9.88152502,0.928571429,0.0075051,0.039774627,4,1,0,0,0.0,83,0.664,20,0.16,0,0,0,10,0.08,1,0.006693927132432826
17,10,0,100.0,1.0,0.0036375,0.072008877,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,0.004298656081849834
55,47,0,30.66888796,0.25,0.0059772,0.027986996,2,2,0,0,0.0,17,0.309,23,0.418,0,0,0,7,0.127,1,0.02319135649332318
26,19,0,100.0,1.0,0.5229071,0.057921936,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
21,14,0,100.0,1.0,0.0799628,0.052457877,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.07914659914283514
27,21,0,51.26705653,0.583333333,0.0004041,0.063651989,4,2,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0,0.0017151851630067495
24,17,0,100.0,1.0,0.012178,0.050245453,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.008062653447051678
27,20,0,100.0,0.846153846,0.028555,0.072276726,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,0.027271871818780637
27,20,0,100.0,1.0,4.67e-05,0.051276191,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.00014114990119506917
33,26,0,100.0,1.0,0.0019696,0.060813407,2,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.0011805264463587604
39,30,0,34.42826705,0.481481481,0.0059772,0.050893651,2,2,0,0,0.0,23,0.59,4,0.103,0,0,0,4,0.103,1,0.02319135649332318
31,24,0,100.0,0.882352941,0.0018398,0.058263854,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,0.0021728530244574285
31,24,0,100.0,1.0,0.0799628,0.061755323,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,0.07914659914283514
25,19,0,53.55555556,0.545454545,0.5229071,0.061868806,3,2,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0,0.4765905027502844
33,26,0,100.0,1.0,0.5229071,0.06028151,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.4765905027502844
66,40,0,19.41191882,0.314285714,0.0001446,0.041032361,4,2,0,0,0.0,33,0.5,15,0.227,0,0,0,10,0.152,1,0.002095862169260118
26,19,0,100.0,1.0,0.5229071,0.051654085,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
45,37,0,47.09161509,0.46875,0.0017656,0.034676688,4,1,0,0,0.0,20,0.444,12,0.267,0,0,0,6,0.133,0,0.0063046955867130895
27,20,0,100.0,1.0,0.5229071,0.054619036,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
24,17,0,100.0,1.0,0.0033282,0.05509985,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.005436409830876755
23,17,0,56.72020287,0.6,0.0001306,0.069098376,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0,0.004255883384517994
