URLLength,DomainLength,IsDomainIP,TLDLegitimateProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,TLD_freq
41,34,0,0.0799628,3,1,0,0,0.0,28,0.683,0,0.0,0,0,0,1,0.024,0.0791465991428351
48,39,0,0.0009613,3,2,0,0,0.0,28,0.583,6,0.125,0,0,0,6,0.125,0.0100301975243162
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
53,44,0,0.5229071,3,1,0,0,0.0,38,0.717,1,0.019,0,0,0,6,0.113,0.4765905027502844
20,13,0,0.0799628,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0791465991428351
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
25,18,0,0.0056158,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.004187447068787
93,19,0,0.5229071,3,0,0,0,0.0,71,0.763,9,0.097,0,0,0,5,0.054,0.4765905027502844
48,31,0,0.5229071,3,1,0,0,0.0,33,0.688,4,0.083,0,0,0,4,0.083,0.4765905027502844
39,32,0,0.0799628,3,1,0,0,0.0,26,0.667,0,0.0,0,0,0,1,0.026,0.0791465991428351
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
31,24,0,0.028555,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,0.0272718718187806
37,14,0,0.5229071,3,0,0,0,0.0,25,0.676,0,0.0,0,0,0,4,0.108,0.4765905027502844
31,24,0,0.0100856,2,3,0,0,0.0,16,0.516,0,0.0,0,0,0,3,0.097,0.0127077683772894
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
19,12,0,0.0027596,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0013815581238184
27,21,0,0.5229071,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0.4765905027502844
45,39,0,0.5229071,3,3,0,0,0.0,27,0.6,1,0.022,0,0,0,6,0.133,0.4765905027502844
73,13,0,0.0059772,2,1,0,0,0.0,55,0.753,6,0.082,0,0,0,4,0.055,0.0231913564933231
48,39,0,0.5229071,3,1,0,0,0.0,20,0.417,17,0.354,0,0,0,3,0.062,0.4765905027502844
78,11,0,0.0040185,2,0,0,0,0.0,59,0.756,1,0.013,0,0,0,10,0.128,0.0030069206224282
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
20,13,0,0.0069695,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0057272641727332
24,17,0,0.0013543,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,0.001210467334491
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
197,25,0,9.39e-05,2,2,0,0,0.0,106,0.538,67,0.34,2,1,0,13,0.081,0.0001454271709282
21,14,0,0.0799628,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.0791465991428351
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
23,10,0,0.0001067,3,0,0,0,0.0,13,0.565,1,0.043,0,0,0,2,0.087,0.0003207952299887
46,39,0,0.028555,2,2,0,0,0.0,32,0.696,0,0.0,0,0,0,2,0.043,0.0272718718187806
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
26,19,0,3.88e-05,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,2.5663618399103485e-05
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
28,21,0,0.0799628,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.0791465991428351
20,14,0,0.0384199,3,1,0,0,0.0,4,0.2,4,0.2,0,0,0,1,0.05,0.0303258424082739
53,45,0,0.0059772,2,2,0,0,0.0,39,0.736,3,0.057,0,0,0,3,0.057,0.0231913564933231
32,25,0,0.5229071,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,11,0.44,2,0.08,0,0,0,1,0.04,0.4765905027502844
33,26,0,0.5229071,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,0.4765905027502844
31,25,0,0.5229071,3,2,0,0,0.0,18,0.581,0,0.0,0,0,0,2,0.065,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,18,0.667,0,0.0,0,0,0,2,0.074,0.4765905027502844
24,15,0,0.001502,3,1,0,0,0.0,10,0.417,2,0.083,0,0,0,4,0.167,0.0263693679050788
36,27,0,0.0009613,3,2,0,0,0.0,24,0.667,0,0.0,0,0,0,4,0.111,0.0100301975243162
30,23,0,0.0141483,2,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.0079428898945225
42,34,0,0.0129268,2,1,0,0,0.0,31,0.738,0,0.0,0,0,0,3,0.071,0.017955978339906
25,18,0,0.0799628,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0791465991428351
35,25,0,0.5229071,3,0,0,0,0.0,26,0.743,0,0.0,0,0,0,2,0.057,0.4765905027502844
25,18,0,0.0141483,2,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0.0079428898945225
34,27,0,0.0094423,2,2,0,0,0.0,21,0.618,0,0.0,0,0,0,2,0.059,0.0078701763090584
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
70,37,0,0.5229071,3,1,0,0,0.0,42,0.6,13,0.186,0,0,0,7,0.1,0.4765905027502844
31,25,0,0.5229071,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0.4765905027502844
27,21,0,0.5229071,3,1,0,0,0.0,18,0.667,0,0.0,0,0,0,2,0.074,0.4765905027502844
20,13,0,0.5229071,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.4765905027502844
26,19,0,0.0101825,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0068650179217601
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
18,12,0,0.0059772,2,1,0,0,0.0,5,0.278,1,0.056,0,0,0,1,0.056,0.0231913564933231
30,23,0,0.0141483,2,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,0.0079428898945225
28,22,0,0.5229071,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0.4765905027502844
27,20,0,0.0050842,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,0.0058940776923274
28,21,0,0.0100856,2,3,0,0,0.0,13,0.464,0,0.0,0,0,0,3,0.107,0.0127077683772894
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
24,18,0,0.5229071,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0.4765905027502844
30,24,0,0.5229071,3,0,0,0,0.0,22,0.733,0,0.0,0,0,0,1,0.033,0.4765905027502844
28,22,0,0.5229071,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0.4765905027502844
24,17,0,0.0384199,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0303258424082739
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
26,20,0,0.0022172,2,2,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0.0011933582555583
24,17,0,0.0141483,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0079428898945225
30,23,0,0.0799628,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.0791465991428351
34,27,0,0.028555,2,2,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,0.0272718718187806
28,21,0,0.0326503,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.017049197156471
20,13,0,0.0799628,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0791465991428351
48,28,0,0.0064109,2,0,0,0,0.0,36,0.75,0,0.0,0,0,0,4,0.083,0.0030154751618946
22,15,0,0.0799628,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.0791465991428351
46,30,0,0.0002752,3,3,0,0,0.0,28,0.609,0,0.0,0,0,0,6,0.13,0.0099189885112534
21,15,0,0.5229071,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0.4765905027502844
85,16,0,0.5229071,3,1,0,0,0.0,38,0.447,32,0.376,0,0,0,7,0.082,0.4765905027502844
18,11,0,0.0384199,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,0.0303258424082739
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
31,24,0,0.0100856,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,0.0127077683772894
28,21,0,3.74e-05,10,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,2.5663618399103485e-05
69,25,0,0.5229071,3,0,0,0,0.0,53,0.768,0,0.0,0,0,0,8,0.116,0.4765905027502844
51,16,0,0.0180132,2,0,0,0,0.0,23,0.451,17,0.333,0,0,0,3,0.059,0.0162921204136975
35,28,0,0.028555,2,2,0,0,0.0,21,0.6,0,0.0,0,0,0,2,0.057,0.0272718718187806
66,7,0,0.0129268,2,0,0,0,0.0,52,0.788,3,0.045,0,0,0,3,0.045,0.017955978339906
26,20,0,0.0180132,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0.0162921204136975
28,22,0,0.5229071,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0.4765905027502844
20,13,0,0.5229071,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.4765905027502844
23,14,0,0.5229071,3,0,0,0,0.0,12,0.522,0,0.0,0,0,0,3,0.13,0.4765905027502844
23,16,0,0.0012232,2,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0.0010650401635627
35,28,0,0.5229071,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,0.4765905027502844
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
75,26,0,0.0100856,2,2,0,0,0.0,53,0.707,2,0.027,0,1,0,11,0.16,0.0127077683772894
38,25,0,0.0141483,2,0,0,0,0.0,26,0.684,0,0.0,0,0,0,4,0.105,0.0079428898945225
20,14,0,0.5229071,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,2,0.1,0.4765905027502844
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
30,23,0,0.0033282,3,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,0.0054364098308767
29,22,0,0.028555,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,0.0272718718187806
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
26,18,0,0.0009613,3,1,0,0,0.0,15,0.577,1,0.038,0,0,0,3,0.115,0.0100301975243162
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
1323,25,0,0.0384199,3,2,0,0,0.0,1043,0.788,226,0.171,1,1,0,44,0.035,0.0303258424082739
21,15,0,0.5229071,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
27,20,0,0.0082003,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0073825675594754
19,12,0,0.0016589,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0021386348665919
24,17,0,0.0799628,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0791465991428351
41,20,0,0.5229071,3,1,0,0,0.0,27,0.659,0,0.0,0,0,0,3,0.073,0.4765905027502844
28,20,0,0.001502,3,1,0,0,0.0,13,0.464,4,0.143,0,0,0,3,0.107,0.0263693679050788
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
23,16,0,0.0101825,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0068650179217601
76,14,0,0.0013635,2,1,0,0,0.0,56,0.737,0,0.0,0,0,0,13,0.171,0.0011249219398273
24,17,0,0.0230451,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,0.0094784297287355
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
33,25,0,0.5229071,3,1,0,0,0.0,16,0.485,6,0.182,0,0,0,4,0.121,0.4765905027502844
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
46,38,0,0.5229071,3,1,0,0,0.0,32,0.696,4,0.087,0,0,0,2,0.043,0.4765905027502844
29,22,0,0.0384199,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.0303258424082739
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
36,27,0,0.5229071,3,1,0,0,0.0,18,0.5,6,0.167,0,0,0,4,0.111,0.4765905027502844
57,14,0,0.0180132,2,1,0,0,0.0,31,0.544,12,0.211,0,1,0,6,0.123,0.0162921204136975
26,19,0,0.0001306,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0.0042558833845179
32,26,0,0.5229071,3,1,0,0,0.0,20,0.625,0,0.0,0,0,0,1,0.031,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
39,33,0,0.0799628,3,2,0,0,0.0,26,0.667,0,0.0,0,0,0,2,0.051,0.0791465991428351
18,11,0,0.0050842,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,0.0058940776923274
18,12,0,0.0036375,2,1,0,0,0.0,6,0.333,0,0.0,0,0,0,1,0.056,0.0042986560818498
30,22,0,0.5229071,3,1,0,0,0.0,19,0.633,1,0.033,0,0,0,2,0.067,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
25,18,0,0.0799628,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0791465991428351
27,20,0,0.0075051,4,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0.0066939271324328
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
26,19,0,0.0011882,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,0.0015526489131457
35,27,0,0.0017656,4,1,0,0,0.0,25,0.714,0,0.0,0,0,0,2,0.057,0.006304695586713
18,11,0,0.5229071,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,0.4765905027502844
22,15,0,0.0050842,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,0.0058940776923274
28,19,0,0.001502,3,1,0,0,0.0,13,0.464,2,0.071,0,0,0,5,0.179,0.0263693679050788
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
48,23,0,0.5229071,3,0,0,0,0.0,36,0.75,0,0.0,0,0,0,4,0.083,0.4765905027502844
17,10,0,0.5229071,3,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,0.4765905027502844
32,25,0,0.5229071,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.4765905027502844
33,26,0,0.5229071,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,0.4765905027502844
24,17,0,0.0082003,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0073825675594754
22,15,0,0.0017496,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,2,0.091,0.0062662001591144
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
23,16,0,0.0384199,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0303258424082739
27,11,0,0.0012232,2,0,0,0,0.0,16,0.593,0,0.0,0,0,0,3,0.111,0.0010650401635627
42,17,0,0.5229071,3,1,0,0,0.0,29,0.69,0,0.0,0,0,0,5,0.119,0.4765905027502844
27,21,0,0.5229071,3,2,0,0,0.0,12,0.444,2,0.074,0,0,0,2,0.074,0.4765905027502844
86,16,0,0.5229071,3,1,0,0,0.0,36,0.419,35,0.407,0,0,0,7,0.081,0.4765905027502844
26,19,0,0.0799628,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0791465991428351
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
36,18,0,0.0001306,2,0,0,0,0.0,23,0.639,1,0.028,0,0,0,5,0.139,0.0042558833845179
35,28,0,0.0100856,2,3,0,0,0.0,20,0.571,0,0.0,0,0,0,3,0.086,0.0127077683772894
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
32,25,0,0.0141483,2,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.0079428898945225
21,15,0,0.0384199,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0.0303258424082739
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
28,21,0,0.0799628,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.0791465991428351
26,18,0,0.0009613,3,1,0,0,0.0,16,0.615,0,0.0,0,0,0,2,0.077,0.0100301975243162
19,12,0,0.0003954,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0005859859534461
30,24,0,0.5229071,3,3,0,0,0.0,16,0.533,0,0.0,0,0,0,3,0.1,0.4765905027502844
30,23,0,0.028555,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,0.0272718718187806
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
19,13,0,0.0002256,2,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0.0047520466735673
29,22,0,0.0799628,3,1,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,0.0791465991428351
52,23,0,0.5229071,3,1,0,0,0.0,36,0.692,1,0.019,0,1,0,6,0.135,0.4765905027502844
31,23,0,0.5229071,3,1,0,0,0.0,11,0.355,10,0.323,0,0,0,3,0.097,0.4765905027502844
63,16,0,0.5229071,3,0,0,0,0.0,47,0.746,6,0.095,0,0,0,3,0.048,0.4765905027502844
19,12,0,0.0180132,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0162921204136975
36,28,0,0.001502,3,1,0,0,0.0,20,0.556,5,0.139,0,0,0,3,0.083,0.0263693679050788
63,52,0,0.0002752,3,3,0,0,0.0,45,0.714,0,0.0,0,0,0,7,0.111,0.0099189885112534
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
38,31,0,0.5229071,3,1,0,0,0.0,29,0.763,0,0.0,0,0,0,2,0.053,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
39,30,0,0.0129268,2,1,0,0,0.0,27,0.692,0,0.0,0,0,0,4,0.103,0.017955978339906
26,18,0,0.001502,3,1,0,0,0.0,15,0.577,0,0.0,0,0,0,3,0.115,0.0263693679050788
29,22,0,0.0799628,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.0791465991428351
45,37,0,0.0009613,3,2,0,0,0.0,27,0.6,5,0.111,0,0,0,5,0.111,0.0100301975243162
23,17,0,0.0003212,5,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0.0003421815786547
37,28,0,0.001502,3,1,0,0,0.0,23,0.622,3,0.081,0,0,0,3,0.081,0.0263693679050788
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
20,13,0,0.0012232,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,0.0010650401635627
28,22,0,0.0799628,3,1,0,0,0.0,19,0.679,0,0.0,0,0,0,2,0.071,0.0791465991428351
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
34,27,0,0.5229071,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,0.4765905027502844
23,16,0,0.0799628,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0791465991428351
20,13,0,0.5229071,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.4765905027502844
27,20,0,0.0799628,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0791465991428351
24,17,0,0.0180132,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0162921204136975
27,20,0,0.0180132,2,2,0,0,0.0,7,0.259,7,0.259,0,0,0,2,0.074,0.0162921204136975
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
90,74,0,0.0003306,4,2,0,0,0.0,61,0.678,15,0.167,0,0,0,6,0.067,0.006257645619648
34,25,0,0.5229071,3,1,0,0,0.0,22,0.647,1,0.029,0,0,0,3,0.088,0.4765905027502844
20,6,0,0.0036375,2,0,0,0,0.0,6,0.3,4,0.2,0,0,0,2,0.1,0.0042986560818498
31,22,0,0.5229071,3,1,0,0,0.0,18,0.581,2,0.065,0,0,0,3,0.097,0.4765905027502844
19,13,0,0.0001858,2,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0.0051455554890202
170,93,0,0.5229071,3,4,0,0,0.0,113,0.665,34,0.2,1,1,0,14,0.094,0.4765905027502844
98,74,0,0.0003306,4,2,0,0,0.0,78,0.796,8,0.082,0,0,0,5,0.051,0.006257645619648
19,12,0,0.0002984,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0012831809199551
24,17,0,0.5229071,3,1,0,0,0.0,7,0.292,4,0.167,0,0,0,1,0.042,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
23,15,0,0.0002752,3,1,0,0,0.0,13,0.565,0,0.0,0,0,0,2,0.087,0.0099189885112534
19,13,0,0.0017496,3,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0.0062662001591144
47,39,0,0.0384199,3,4,0,0,0.0,29,0.617,5,0.106,0,0,0,5,0.106,0.0303258424082739
23,16,0,0.0027596,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0013815581238184
18,11,0,0.0045585,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,0.0047349375946345
24,18,0,5.3e-05,2,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0.0021086939784596
32,25,0,0.0799628,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.0791465991428351
24,17,0,0.0005731,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,0.0007399676638408
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
21,14,0,0.0799628,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.0791465991428351
24,17,0,0.0019933,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,0.0026262436161749
44,37,0,0.0799628,3,1,0,0,0.0,31,0.705,0,0.0,0,0,0,1,0.023,0.0791465991428351
34,27,0,0.5229071,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,0.4765905027502844
23,16,0,0.0230451,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0094784297287355
27,20,0,0.0082003,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0073825675594754
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
27,20,0,0.012178,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0080626534470516
25,18,0,0.012178,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0080626534470516
36,28,0,0.0326503,2,1,0,0,0.0,26,0.722,0,0.0,0,0,0,2,0.056,0.017049197156471
23,17,0,0.0003718,4,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0.001325953617287
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
